Date,Value
2012-06-24,359578.59323
2012-06-23,210829.486988
2012-06-22,0.0
2012-06-21,399950.888882
2012-06-20,406421.8574
2012-06-19,0.0
2012-06-18,307427.032909
2012-06-17,419938.025059
2012-06-16,0.0
2012-06-15,649100.09516
2012-06-14,312361.653408
2012-06-13,0.0
2012-06-12,354203.393366
2012-06-11,432563.429841
2012-06-10,0.0
2012-06-09,195814.146323
2012-06-08,164232.196464
2012-06-07,0.0
2012-06-06,290691.925157
2012-06-05,152083.653544
2012-06-04,0.0
2012-06-03,206747.034061
2012-06-02,65399.8309422
2012-06-01,0.0
2012-05-31,248544.550774
2012-05-30,199788.736937
2012-05-29,0.0
2012-05-28,314474.678927
2012-05-27,121688.880643
2012-05-26,0.0
2012-05-25,108596.391819
2012-05-24,103589.31678
2012-05-23,0.0
2012-05-22,311516.23766
2012-05-21,222442.350259
2012-05-20,0.0
2012-05-19,91465.9003368
2012-05-18,148239.480876
2012-05-17,0.0
2012-05-16,249436.723394
2012-05-15,282259.95375
2012-05-14,0.0
2012-05-13,216470.671448
2012-05-12,93828.2345516
2012-05-11,0.0
2012-05-10,419431.883591
2012-05-09,197645.357425
2012-05-08,0.0
2012-05-07,354303.677863
2012-05-06,211685.067183
2012-05-05,0.0
2012-05-04,164735.277546
2012-05-03,170522.155599
2012-05-02,0.0
2012-05-01,510833.583157
2012-04-30,190453.785172
2012-04-29,0.0
2012-04-28,110804.128092
2012-04-27,479852.201416
2012-04-26,0.0
2012-04-25,312026.861147
2012-04-24,200035.852952
2012-04-23,0.0
2012-04-22,175572.355384
2012-04-21,177455.107444
2012-04-20,0.0
2012-04-19,251079.271135
2012-04-18,208230.251141
2012-04-17,0.0
2012-04-16,162666.85324
2012-04-15,143852.478345
2012-04-14,0.0
2012-04-13,453609.726954
2012-04-12,393935.342303
2012-04-11,0.0
2012-04-10,211884.238374
2012-04-09,279791.163535
2012-04-08,0.0
2012-04-07,268961.962356
2012-04-06,410663.8892
2012-04-05,0.0
2012-04-04,181999.040944
2012-04-03,305609.316704
2012-04-02,0.0
2012-04-01,363920.435727
2012-03-31,174322.463399
2012-03-30,0.0
2012-03-29,163903.618157
2012-03-28,186601.091402
2012-03-27,0.0
2012-03-26,282240.280127
2012-03-25,330843.537977
2012-03-24,0.0
2012-03-23,214667.030354
2012-03-22,335345.642284
2012-03-21,0.0
2012-03-20,246229.48822
2012-03-19,763389.52049
2012-03-18,0.0
2012-03-17,212994.983972
2012-03-16,149637.957297
2012-03-15,0.0
2012-03-14,260320.838894
2012-03-13,373636.887535
2012-03-12,0.0
2012-03-11,111077.907704
2012-03-10,202433.022814
2012-03-09,0.0
2012-03-08,202271.818468
2012-03-07,253573.622211
2012-03-06,0.0
2012-03-05,208535.282091
2012-03-04,387615.242624
2012-03-03,0.0
2012-03-02,197621.937436
2012-03-01,673421.518843
2012-02-29,0.0
2012-02-28,209114.020032
2012-02-27,269874.599328
2012-02-26,0.0
2012-02-25,390657.302719
2012-02-24,338506.455315
2012-02-23,0.0
2012-02-22,681747.658978
2012-02-21,382274.63639
2012-02-20,0.0
2012-02-19,279579.973522
2012-02-18,157343.745691
2012-02-17,0.0
2012-02-16,689769.489315
2012-02-15,1022854.93167
2012-02-14,0.0
2012-02-13,1595943.96728
2012-02-12,1150509.00459
2012-02-11,0.0
2012-02-10,166725.347325
2012-02-09,501592.274771
2012-02-08,0.0
2012-02-07,1410604.19028
2012-02-06,499825.872085
2012-02-05,0.0
2012-02-04,703127.204421
2012-02-03,151418.289155
2012-02-02,0.0
2012-02-01,858000.309899
2012-01-31,281803.063454
2012-01-30,0.0
2012-01-29,281662.550121
2012-01-28,299939.361315
2012-01-27,0.0
2012-01-26,825301.832351
2012-01-25,996019.80095
2012-01-24,0.0
2012-01-23,211725.841247
2012-01-22,259120.972559
2012-01-21,0.0
2012-01-20,446998.407757
2012-01-19,601985.154708
2012-01-18,0.0
2012-01-17,2327006.60673
2012-01-16,929941.520538
2012-01-15,0.0
2012-01-14,608385.040367
2012-01-13,781797.291696
2012-01-12,0.0
2012-01-11,909030.295354
2012-01-10,841167.10546
2012-01-09,0.0
2012-01-08,935777.458691
2012-01-07,428239.435131
2012-01-06,0.0
2012-01-05,1888020.11586
2012-01-04,1054656.81813
2012-01-03,0.0
2012-01-02,557476.602318
2012-01-01,594783.344525
2011-12-31,0.0
2011-12-30,648541.697417
2011-12-29,184602.216423
2011-12-28,0.0
2011-12-27,165417.159031
2011-12-26,153015.192383
2011-12-25,0.0
2011-12-24,350822.337749
2011-12-23,72107.9587901
2011-12-22,0.0
2011-12-21,257009.433073
2011-12-20,418278.253995
2011-12-19,0.0
